#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	KEGG/ec	KO	GO	Best-hit-arabi-name	arabi-symbol	arabi-defline	Best-hit-rice-name	rice-symbol	rice-defline
31514364	Spipo9G0026800	Spipo9G0026800	Spipo9G0026800	PF13920	PTHR12313,PTHR12313:SF10	KOG0823	6.3.2.19	K10666		AT1G19310.1		RING/U-box superfamily protein	LOC_Os01g56070.4		RING finger protein, putative, expressed
31514331	Spipo9G0026900	Spipo9G0026900	Spipo9G0026900												
31514251	Spipo9G0027000	Spipo9G0027000	Spipo9G0027000	PF07526	PTHR11850,PTHR11850:SF114	KOG0773				AT4G36870.2	BLH2,SAW1	BEL1-like homeodomain 2	LOC_Os03g52239.1		homeobox domain containing protein, expressed
31514442	Spipo9G0027100	Spipo9G0027100	Spipo9G0027100		PTHR31060,PTHR31060:SF5					AT3G50780.1			LOC_Os03g55950.1		H-BTB1 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with H family conserved sequence, expressed
31513809	Spipo9G0027200	Spipo9G0027200	Spipo9G0027200	PF01485	PTHR11685,PTHR11685:SF119	KOG1815	6.3.2.19	K11968	GO:0016567,GO:0004842	AT4G34370.1	ARI1,ATARI1	RING/U-box superfamily protein	LOC_Os03g13100.1		ariadne-1, putative, expressed
31513976	Spipo9G0027300	Spipo9G0027300	Spipo9G0027300	PF09808	PTHR15131			K15208		AT3G53270.1		Small nuclear RNA activating complex (SNAPc), subunit SNAP43 protein	LOC_Os10g35130.1		expressed protein
31514175	Spipo9G0027400	Spipo9G0027400	Spipo9G0027400	PF14009	PTHR33052,PTHR33052:SF17					AT5G66580.1			LOC_Os06g41940.1		expressed protein
31514065	Spipo9G0027500	Spipo9G0027500	Spipo9G0027500		PTHR15081,PTHR15081:SF1	KOG4563				AT4G37210.1		Tetratricopeptide repeat (TPR)-like superfamily protein	LOC_Os07g03070.1		tetratricopeptide repeat containing protein, putative, expressed
31514241	Spipo9G0027600	Spipo9G0027600	Spipo9G0027600	PF00085	PTHR10438,PTHR10438:SF272	KOG0907	1.8.1.8		GO:0045454,GO:0015035,GO:0006662	AT4G37200.1	HCF164	Thioredoxin superfamily protein	LOC_Os03g55820.1		thioredoxin, putative, expressed
31514033	Spipo9G0027700	Spipo9G0027700	Spipo9G0027700		PTHR33918,PTHR33918:SF1					AT1G48460.1			LOC_Os01g50830.1		expressed protein
31513904	Spipo9G0027800	Spipo9G0027800	Spipo9G0027800	PF06650	PTHR16166,PTHR16166:SF98					AT3G50380.1		Protein of unknown function (DUF1162)	LOC_Os12g40279.2		protein kinase domain containing protein, expressed
31514323	Spipo9G0027900	Spipo9G0027900	Spipo9G0027900		PTHR16166,PTHR16166:SF98					AT3G50380.1		Protein of unknown function (DUF1162)	LOC_Os12g40279.2		protein kinase domain containing protein, expressed
31514259	Spipo9G0028000	Spipo9G0028000	Spipo9G0028000	PF00069	PTHR27001,PTHR27001:SF152	KOG1187	2.7.11.1		GO:0006468,GO:0005524,GO:0004672	AT1G55200.1		Protein kinase protein with adenine nucleotide alpha hydrolases-like domain	LOC_Os01g41870.1		protein kinase, putative, expressed
31514032	Spipo9G0028100	Spipo9G0028100	Spipo9G0028100												
31513832	Spipo9G0028200	Spipo9G0028200	Spipo9G0028200		PTHR13878,PTHR13878:SF54		1.1.3.8,1.1.3.37			AT2G46760.1		D-arabinono-1,4-lactone oxidase family protein	LOC_Os02g03200.1		FAD-binding and arabino-lactone oxidase domains containing protein, putative, expressed
31514081	Spipo9G0028300	Spipo9G0028300	Spipo9G0028300	PF01565	PTHR13878,PTHR13878:SF43	KOG4730	1.1.3.8,1.1.3.37		GO:0055114,GO:0050660,GO:0016491	AT2G46750.1		D-arabinono-1,4-lactone oxidase family protein	LOC_Os03g36530.1		FAD-binding and arabino-lactone oxidase domains containing protein, putative, expressed
31513831	Spipo9G0028400	Spipo9G0028400	Spipo9G0028400												
31514463	Spipo9G0028500	Spipo9G0028500	Spipo9G0028500		PTHR14237,PTHR14237:SF31		2.8.1.9			AT4G37100.1		Pyridoxal phosphate (PLP)-dependent transferases superfamily protein	LOC_Os03g55704.1		expressed protein
31514381	Spipo9G0028600	Spipo9G0028600	Spipo9G0028600	PF01490	PTHR22950,PTHR22950:SF281	KOG1303				AT1G47670.1		Transmembrane amino acid transporter family protein	LOC_Os12g30040.1		transmembrane amino acid transporter protein, putative, expressed
31514461	Spipo9G0028700	Spipo9G0028700	Spipo9G0028700	PF10502	PTHR12383,PTHR12383:SF15	KOG0171	3.4.21.89	K03100	GO:0016020,GO:0008236,GO:0006508	AT1G06870.1		Peptidase S24/S26A/S26B/S26C family protein	LOC_Os09g28000.1		OsSigP6 - Putative Type I Signal Peptidase homologue; employs a putative Ser/Lys catalytic dyad, expressed
31514325	Spipo9G0028800	Spipo9G0028800	Spipo9G0028800	PF00249	PTHR31003					AT1G25550.1		myb-like transcription factor family protein	LOC_Os03g55590.1		MYB family transcription factor, putative, expressed
31513988	Spipo9G0028900	Spipo9G0028900	Spipo9G0028900	PF03195	PTHR31301					AT5G66870.1	ASL1,LBD36	ASYMMETRIC LEAVES 2-like 1	LOC_Os01g66590.3		DUF260 domain containing protein, putative, expressed
31514181	Spipo9G0029000	Spipo9G0029000	Spipo9G0029000	PF01386,PF14693	PTHR33284,PTHR33284:SF2			K02897	GO:0008097,GO:0006412,GO:0005840,GO:0003735	AT5G66860.1		Ribosomal protein L25/Gln-tRNA synthetase, anti-codon-binding domain	LOC_Os03g41612.1		ribosomal protein L25, putative, expressed
31514019	Spipo9G0029100	Spipo9G0029100	Spipo9G0029100	PF03446,PF00393	PTHR11811,PTHR11811:SF33		1.1.1.44	K00033	GO:0055114,GO:0004616,GO:0050661,GO:0006098	AT1G64190.1		6-phosphogluconate dehydrogenase family protein	LOC_Os06g02144.1		6-phosphogluconate dehydrogenase, decarboxylating, putative, expressed
31514068	Spipo9G0029200	Spipo9G0029200	Spipo9G0029200	PF04387	PTHR11035	KOG3187	4.2.1.134	K10703		AT5G10480.1	PAS2,PEP	Protein-tyrosine phosphatase-like, PTPLA	LOC_Os04g20280.1		expressed protein
31514003	Spipo9G0029300	Spipo9G0029300	Spipo9G0029300	PF02458	PTHR31642,PTHR31642:SF12		2.3.1.140		GO:0016747	AT4G24510.1	CER2,VC-2,VC2	HXXXD-type acyl-transferase family protein	LOC_Os04g52164.1		transferase family protein, putative, expressed
31513890	Spipo9G0029400	Spipo9G0029400	Spipo9G0029400	PF00175,PF00258,PF00667	PTHR19384,PTHR19384:SF79		1.6.2.4	K00327	GO:0055114,GO:0016491,GO:0010181	AT4G24520.1	AR1,ATR1	P450 reductase 1	LOC_Os09g38620.1		NADPH reductase, putative, expressed
31514142	Spipo9G0029500	Spipo9G0029500	Spipo9G0029500	PF03101	PTHR31669,PTHR31669:SF54				GO:0006355	AT3G06250.1	FRS7	FAR1-related sequence 7	LOC_Os03g15040.1		FAR1 family protein, expressed
31514255	Spipo9G0029600	Spipo9G0029600	Spipo9G0029600										LOC_Os03g15040.1		FAR1 family protein, expressed
31514456	Spipo9G0029700	Spipo9G0029700	Spipo9G0029700	PF07765	PTHR31631,PTHR31631:SF0					AT1G58210.1	EMB1674	kinase interacting family protein	LOC_Os05g02790.1		KIP1, putative, expressed
31514017	Spipo9G0029800	Spipo9G0029800	Spipo9G0029800		PTHR34464					AT4G38060.2			LOC_Os08g31940.1		expressed protein
31514441	Spipo9G0029900	Spipo9G0029900	Spipo9G0029900		PTHR33429,PTHR33429:SF1					AT2G26520.1			LOC_Os05g34510.1		expressed protein
31514095	Spipo9G0030000	Spipo9G0030000	Spipo9G0030000		PTHR26312,PTHR26312:SF71					AT5G65520.1		Tetratricopeptide repeat (TPR)-like superfamily protein	LOC_Os02g10940.1		tetratricopeptide repeat domain containing protein, expressed
31514299	Spipo9G0030100	Spipo9G0030100	Spipo9G0030100	PF14705	PTHR22739					AT4G33640.1			LOC_Os03g48390.1		expressed protein
31513818	Spipo9G0030200	Spipo9G0030200	Spipo9G0030200	PF06747	PTHR13523	KOG4090				AT5G09570.1		Cox19-like CHCH family protein	LOC_Os03g48080.1		CHCH domain containing protein, expressed
31513985	Spipo9G0030300	Spipo9G0030300	Spipo9G0030300	PF14686,PF14683,PF06045	PTHR32018		4.2.2.23	K18195		AT1G09890.1		Rhamnogalacturonate lyase family protein	LOC_Os08g44020.3		rhamnogalacturonate lyase, putative, expressed
31514021	Spipo9G0030400	Spipo9G0030400	Spipo9G0030400	PF00069	PTHR27007	KOG1187	2.7.11.1		GO:0006468,GO:0005524,GO:0004672	AT5G10530.1		Concanavalin A-like lectin protein kinase family protein	LOC_Os01g57100.1		expressed protein
31514139	Spipo9G0030500	Spipo9G0030500	Spipo9G0030500	PF00069,PF00139	PTHR27007,PTHR27007:SF24	KOG1187	2.7.11.1		GO:0006468,GO:0005524,GO:0004672,GO:0030246	AT5G10530.1		Concanavalin A-like lectin protein kinase family protein	LOC_Os01g57100.1		expressed protein
31514336	Spipo9G0030600	Spipo9G0030600	Spipo9G0030600		PTHR12867		2.4.1.141			AT4G16710.1		glycosyltransferase family protein 28	LOC_Os02g26814.1		UDP-N-acetylglucosamine transferase subunit ALG13, putative, expressed
31514111	Spipo9G0030700	Spipo9G0030700	Spipo9G0030700												
31514436	Spipo9G0030800	Spipo9G0030800	Spipo9G0030800	PF00069,PF00139	PTHR27007,PTHR27007:SF24	KOG1187	2.7.11.1		GO:0006468,GO:0005524,GO:0004672,GO:0030246	AT5G10530.1		Concanavalin A-like lectin protein kinase family protein	LOC_Os01g57100.1		expressed protein
31513798	Spipo9G0030900	Spipo9G0030900	Spipo9G0030900	PF00069,PF00139	PTHR27007,PTHR27007:SF24	KOG1187	2.7.11.1		GO:0006468,GO:0005524,GO:0004672,GO:0030246	AT5G10530.1		Concanavalin A-like lectin protein kinase family protein	LOC_Os01g57100.1		expressed protein
31513946	Spipo9G0031000	Spipo9G0031000	Spipo9G0031000	PF00069,PF00139	PTHR27007,PTHR27007:SF24	KOG1187	2.7.11.1		GO:0006468,GO:0005524,GO:0004672,GO:0030246	AT5G10530.1		Concanavalin A-like lectin protein kinase family protein	LOC_Os01g57100.1		expressed protein
31513935	Spipo9G0031100	Spipo9G0031100	Spipo9G0031100												
31514346	Spipo9G0031200	Spipo9G0031200	Spipo9G0031200	PF00139,PF00069	PTHR27007,PTHR27007:SF24	KOG1187	2.7.11.1		GO:0030246,GO:0006468,GO:0005524,GO:0004672	AT5G10530.1		Concanavalin A-like lectin protein kinase family protein	LOC_Os08g03240.1		lectin-like receptor kinase 1, putative, expressed
31514158	Spipo9G0031300	Spipo9G0031300	Spipo9G0031300	PF00069,PF00139	PTHR27007,PTHR27007:SF24	KOG1187	2.7.11.1		GO:0006468,GO:0005524,GO:0004672,GO:0030246	AT5G10530.1		Concanavalin A-like lectin protein kinase family protein	LOC_Os01g57100.1		expressed protein
31514414	Spipo9G0031400	Spipo9G0031400	Spipo9G0031400		PTHR33168										
31514183	Spipo9G0031500	Spipo9G0031500	Spipo9G0031500		PTHR13734,PTHR13734:SF46					AT5G09580.1			LOC_Os11g06670.1		expressed protein
31514417	Spipo9G0031600	Spipo9G0031600	Spipo9G0031600	PF01544	PTHR21535,PTHR21535:SF33				GO:0055085,GO:0046873,GO:0030001,GO:0016020	AT2G04305.1		Magnesium transporter CorA-like family protein	LOC_Os08g03600.1		expressed protein
31513882	Spipo9G0031700	Spipo9G0031700	Spipo9G0031700	PF03522,PF00324	PTHR11827,PTHR11827:SF68			K14427,K13627	GO:0016020,GO:0006811,GO:0005215,GO:0055085,GO:0006810	AT1G30450.1	ATCCC1,CCC1,HAP5	cation-chloride co-transporter 1	LOC_Os08g23440.1		amino acid permease family protein, putative, expressed
31513880	Spipo9G0031800	Spipo9G0031800	Spipo9G0031800	PF07173	PTHR34365,PTHR34365:SF2					AT2G22660.2		Protein of unknown function (duplicated DUF1399)	LOC_Os11g40590.2		DUF1399 containing protein, putative, expressed
31514316	Spipo9G0031900	Spipo9G0031900	Spipo9G0031900												
31514262	Spipo9G0032000	Spipo9G0032000	Spipo9G0032000		PTHR34291,PTHR34291:SF1					AT5G65660.1		hydroxyproline-rich glycoprotein family protein			
31514310	Spipo9G0032100	Spipo9G0032100	Spipo9G0032100	PF03360	PTHR10896,PTHR10896:SF20	KOG1476	2.4.2.24	K00735	GO:0016020,GO:0015018	AT1G27600.2	I9H,IRX9-L	Nucleotide-diphospho-sugar transferases superfamily protein	LOC_Os10g13810.1		glycosyltransferase family 43 protein, putative, expressed
31514282	Spipo9G0032200	Spipo9G0032200	Spipo9G0032200	PF13041,PF01535	PTHR24015					AT5G66520.1		Tetratricopeptide repeat (TPR)-like superfamily protein	LOC_Os09g24520.1		pentatricopeptide, putative, expressed
31514234	Spipo9G0032300	Spipo9G0032300	Spipo9G0032300		PTHR35742,PTHR35742:SF1					AT4G02530.1		chloroplast thylakoid lumen protein	LOC_Os06g49160.1		thylakoid lumenal 16.5 kDa protein, chloroplast precursor, putative, expressed
31514434	Spipo9G0032400	Spipo9G0032400	Spipo9G0032400												
31514365	Spipo9G0032500	Spipo9G0032500	Spipo9G0032500	PF03000	PTHR32370,PTHR32370:SF27					AT3G44820.1		Phototropic-responsive NPH3 family protein	LOC_Os03g43990.1		BTBN8 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with non-phototropic hypocotyl 3 NPH3 and coiled-coil domains, expressed
31514260	Spipo9G0032600	Spipo9G0032600	Spipo9G0032600	PF13837	PTHR31307,PTHR31307:SF4					AT3G10030.1		aspartate/glutamate/uridylate kinase family protein	LOC_Os04g36790.1		transcription factor like protein, putative, expressed
31514356	Spipo9G0032700	Spipo9G0032700	Spipo9G0032700	PF00696	PTHR21499,PTHR21499:SF26		2.7.4.22			AT3G10030.1		aspartate/glutamate/uridylate kinase family protein	LOC_Os04g33300.1		amino acid kinase, putative, expressed
31514235	Spipo9G0032800	Spipo9G0032800	Spipo9G0032800	PF08263,PF00560,PF00069	PTHR27008,PTHR27008:SF33	KOG1187	2.7.11.1		GO:0005515,GO:0006468,GO:0005524,GO:0004672	AT2G36570.1		Leucine-rich repeat protein kinase family protein	LOC_Os12g05120.1		receptor kinase, putative, expressed
31513805	Spipo9G0032900	Spipo9G0032900	Spipo9G0032900	PF08797,PF13920,PF00271,PF00176	PTHR10799,PTHR10799:SF779		3.6.4.12	K15505	GO:0016818,GO:0008270,GO:0003676,GO:0005524	AT5G22750.1	RAD5	DNA/RNA helicase protein	LOC_Os02g32570.1		SNF2 family N-terminal domain containing protein, expressed
31513933	Spipo9G0033000	Spipo9G0033000	Spipo9G0033000	PF13632	PTHR32044		2.4.1.32	K13680		AT5G03760.1	ATCSLA09,ATCSLA9,CSLA09,CSLA9,RAT4	Nucleotide-diphospho-sugar transferases superfamily protein	LOC_Os06g42020.1		CSLA9 - cellulose synthase-like family A, expressed
31513950	Spipo9G0033100	Spipo9G0033100	Spipo9G0033100		PTHR31802,PTHR31802:SF5		3.5.1.98			AT3G44750.1	ATHD2A,HD2A,HDA3,HDT1	histone deacetylase 3	LOC_Os05g51830.1		ZOS5-12 - C2H2 zinc finger protein, expressed
31514343	Spipo9G0033200	Spipo9G0033200	Spipo9G0033200	PF02493	PTHR23084,PTHR23084:SF155					AT5G22640.1	emb1211	MORN (Membrane Occupation and Recognition Nexus) repeat-containing protein			
31514303	Spipo9G0033300	Spipo9G0033300	Spipo9G0033300	PF00860	PTHR11119,PTHR11119:SF28			K14611	GO:0055085,GO:0016020,GO:0006810,GO:0005215	AT2G27810.1	ATNAT12,NAT12	nucleobase-ascorbate transporter 12	LOC_Os01g63870.1		nucleobase-ascorbate transporter, putative, expressed
31514016	Spipo9G0033400	Spipo9G0033400	Spipo9G0033400	PF00800	PTHR21022,PTHR21022:SF5		4.2.1.91	K05359	GO:0009094,GO:0004664	AT1G08250.1	ADT6	arogenate dehydratase 6	LOC_Os04g33390.1		prephenate dehydratase domain containing protein, expressed
31513852	Spipo9G0033500	Spipo9G0033500	Spipo9G0033500	PF03405	PTHR31155		1.14.19.2	K03921	GO:0055114,GO:0045300,GO:0006631	AT2G43710.1	FAB2,SSI2	Plant stearoyl-acyl-carrier-protein desaturase family protein	LOC_Os04g31070.1		acyl-desaturase, chloroplast precursor, putative, expressed
31513847	Spipo9G0033600	Spipo9G0033600	Spipo9G0033600	PF00274	PTHR11627		4.1.2.13	K01623	GO:0006096,GO:0004332	AT2G36460.1		Aldolase superfamily protein	LOC_Os05g33380.1		fructose-bisphospate aldolase isozyme, putative, expressed
31513844	Spipo9G0033700	Spipo9G0033700	Spipo9G0033700	PF00067	PTHR24298,PTHR24298:SF47	KOG0156			GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT5G04660.1	CYP77A4	cytochrome P450, family 77, subfamily A, polypeptide 4	LOC_Os04g33370.1		cytochrome P450, putative, expressed
31513822	Spipo9G0033800	Spipo9G0033800	Spipo9G0033800		PTHR33623,PTHR33623:SF5					AT2G36420.1			LOC_Os03g02660.1		expressed protein
31514383	Spipo9G0033900	Spipo9G0033900	Spipo9G0033900	PF04000	PTHR13237	KOG3117		K14765		AT1G07840.1		Sas10/Utp3/C1D family	LOC_Os01g68310.1		sas10/Utp3 family protein, expressed
31514440	Spipo9G0034000	Spipo9G0034000	Spipo9G0034000	PF04949	PTHR21470					AT2G36410.2		Family of unknown function (DUF662) 	LOC_Os04g33450.2		expressed protein
31514467	Spipo9G0034100	Spipo9G0034100	Spipo9G0034100										LOC_Os03g19870.2		ATP binding protein, putative, expressed
31514439	Spipo9G0034200	Spipo9G0034200	Spipo9G0034200	PF06830	PTHR31656,PTHR31656:SF0					AT3G19430.1		late embryogenesis abundant protein-related / LEA protein-related	LOC_Os05g47940.1		RCLEA8 - Root cap and Late embryogenesis related family protein precursor, expressed
31514474	Spipo9G0034300	Spipo9G0034300	Spipo9G0034300	PF00067	PTHR24296,PTHR24296:SF7	KOG0157			GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT2G27690.1	CYP94C1	cytochrome P450, family 94, subfamily C, polypeptide 1	LOC_Os05g37250.1		cytochrome P450, putative, expressed
31514473	Spipo9G0034400	Spipo9G0034400	Spipo9G0034400	PF02517	PTHR13046,PTHR13046:SF0	KOG4130		K08658	GO:0016020	AT2G36305.1	ATFACE-2,ATFACE2,FACE2,RCE1	farnesylated protein-converting enzyme 2	LOC_Os05g28950.1		CAAX amino terminal protease family protein, putative, expressed
31513917	Spipo9G0034500	Spipo9G0034500	Spipo9G0034500	PF01161	PTHR11362,PTHR11362:SF13	KOG3346			GO:0009910,GO:0003712	AT2G27550.1	ATC	centroradialis	LOC_Os12g05590.1		RCN3 Centroradialis-like1 homogous to TFL1 gene; contains Pfam profile PF01161: Phosphatidylethanolamine-binding protein, expressed
31514291	Spipo9G0034600	Spipo9G0034600	Spipo9G0034600		PTHR10992,PTHR10992:SF720					AT5G22460.1		alpha/beta-Hydrolases superfamily protein	LOC_Os12g05600.1		hydrolase, alpha/beta fold family protein, putative, expressed
31514193	Spipo9G0034700	Spipo9G0034700	Spipo9G0034700		PTHR31096,PTHR31096:SF14					AT5G04740.1		ACT domain-containing protein	LOC_Os12g05650.1		ACT domain containing protein, expressed
31513983	Spipo9G0034800	Spipo9G0034800	Spipo9G0034800	PF00782	PTHR10159,PTHR10159:SF376		3.1.3.16,3.1.3.48		GO:0008138,GO:0006470				LOC_Os01g64010.2		dual specificity protein phosphatase, putative, expressed
31513860	Spipo9G0034900	Spipo9G0034900	Spipo9G0034900	PF01428,PF01754	PTHR10634	KOG3173			GO:0008270,GO:0003677	AT2G36320.1		A20/AN1-like zinc finger family protein	LOC_Os06g41010.3		zinc finger A20 and AN1 domain-containing stress-associated protein, putative, expressed
31514458	Spipo9G0035000	Spipo9G0035000	Spipo9G0035000	PF03847	PTHR12264	KOG1142		K03126	GO:0006352,GO:0005669	AT3G10070.1	TAF12,TAFII58	TBP-associated factor 12	LOC_Os01g63940.1		Transcription initiation factor TFIID subunit A containing protein, expressed
31514297	Spipo9G0035100	Spipo9G0035100	Spipo9G0035100	PF00462	PTHR10168,PTHR10168:SF79	KOG2824		K17479	GO:0045454,GO:0015035,GO:0009055	AT5G03870.1		Glutaredoxin family protein	LOC_Os04g33680.1		glutaredoxin, putative, expressed
31513992	Spipo9G0035200	Spipo9G0035200	Spipo9G0035200		PTHR22952,PTHR22952:SF111					AT5G04840.1		bZIP protein	LOC_Os02g33560.1		expressed protein
31513913	Spipo9G0035300	Spipo9G0035300	Spipo9G0035300	PF03357	PTHR22761,PTHR22761:SF17	KOG1655		K12198	GO:0007034	AT3G10640.1	VPS60.1	SNF7 family protein	LOC_Os05g01250.1		SNF7 domain containing protein, putative, expressed
31514087	Spipo9G0035400	Spipo9G0035400	Spipo9G0035400	PF00293	PTHR11839,PTHR11839:SF13	KOG2839	3.6.1.17		GO:0016787	AT3G10620.1	ATNUDX26,NUDX26	nudix hydrolase homolog 26	LOC_Os04g58900.1		hydrolase, NUDIX family, domain containing protein, expressed
31514300	Spipo9G0035500	Spipo9G0035500	Spipo9G0035500												
31513937	Spipo9G0035600	Spipo9G0035600	Spipo9G0035600	PF03168	PTHR31415,PTHR31415:SF2					AT3G44220.1		Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family	LOC_Os12g06260.1		harpin-induced protein 1 domain containing protein, expressed
31514173	Spipo9G0035700	Spipo9G0035700	Spipo9G0035700	PF00293	PTHR11839,PTHR11839:SF13		3.6.1.17		GO:0016787	AT3G10620.1	ATNUDX26,NUDX26	nudix hydrolase homolog 26	LOC_Os04g58900.1		hydrolase, NUDIX family, domain containing protein, expressed
31514141	Spipo9G0035800	Spipo9G0035800	Spipo9G0035800	PF03168	PTHR31415,PTHR31415:SF2					AT3G44220.1		Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family	LOC_Os12g06260.1		harpin-induced protein 1 domain containing protein, expressed
31513897	Spipo9G0035900	Spipo9G0035900	Spipo9G0035900		PTHR34054,PTHR34054:SF1					AT3G52480.1					
31514110	Spipo9G0036000	Spipo9G0036000	Spipo9G0036000	PF10417,PF08534	PTHR10681,PTHR10681:SF108	KOG0852	1.11.1.15	K03386	GO:0055114,GO:0051920,GO:0016491	AT5G06290.1	2-Cys Prx B,2CPB	2-cysteine peroxiredoxin B	LOC_Os02g33450.1		peroxiredoxin, putative, expressed
31513836	Spipo9G0036100	Spipo9G0036100	Spipo9G0036100	PF03134	PTHR12300,PTHR12300:SF44					AT2G36020.1	HVA22J	HVA22-like protein J	LOC_Os03g04030.1		HVA22, putative, expressed
31513794	Spipo9G0036200	Spipo9G0036200	Spipo9G0036200	PF00179	PTHR24067,PTHR24067:SF117	KOG0896	6.3.2.19	K10704		AT2G36060.1	MMZ3,UEV1C	MMS ZWEI homologue 3	LOC_Os09g12570.1		ubiquitin-conjugating enzyme, putative, expressed
31514306	Spipo9G0036300	Spipo9G0036300	Spipo9G0036300	PF00098,PF00076					GO:0008270,GO:0003676	AT5G54900.1	ATRBP45A,RBP45A	RNA-binding protein 45A	LOC_Os02g33320.1		RNA recognition motif containing protein, putative, expressed
31513889	Spipo9G0036400	Spipo9G0036400	Spipo9G0036400	PF16845	PTHR11413,PTHR11413:SF59				GO:0004869	AT5G47550.1		Cystatin/monellin superfamily protein	LOC_Os03g31510.1		cysteine proteinase inhibitor 8 precursor, putative, expressed
31514156	Spipo9G0036500	Spipo9G0036500	Spipo9G0036500	PF16845	PTHR11413				GO:0004869	AT5G47550.1		Cystatin/monellin superfamily protein	LOC_Os03g31510.1		cysteine proteinase inhibitor 8 precursor, putative, expressed
31513881	Spipo9G0036600	Spipo9G0036600	Spipo9G0036600	PF16845	PTHR11413				GO:0004869	AT4G16500.1		Cystatin/monellin superfamily protein	LOC_Os03g31510.1		cysteine proteinase inhibitor 8 precursor, putative, expressed
31514103	Spipo9G0036700	Spipo9G0036700	Spipo9G0036700	PF16845	PTHR11413				GO:0004869	AT4G16500.1		Cystatin/monellin superfamily protein	LOC_Os03g31510.1		cysteine proteinase inhibitor 8 precursor, putative, expressed
31514057	Spipo9G0036800	Spipo9G0036800	Spipo9G0036800		PTHR36311,PTHR36311:SF1		1.97.1.12	K14332		AT1G08380.1	PSAO	photosystem I subunit O	LOC_Os04g33830.1		membrane protein, putative, expressed
31514039	Spipo9G0036900	Spipo9G0036900	Spipo9G0036900	PF13855	PTHR24365,PTHR24365:SF276	KOG0531			GO:0005515	AT5G22320.1		Leucine-rich repeat (LRR) family protein	LOC_Os01g73560.1		leucine rich repeat domain containing protein, putative, expressed
31514315	Spipo9G0037000	Spipo9G0037000	Spipo9G0037000		PTHR33736,PTHR33736:SF3					AT2G27310.1		F-box family protein	LOC_Os04g33820.1		OsFBX132 - F-box domain containing protein, expressed
31514243	Spipo9G0037100	Spipo9G0037100	Spipo9G0037100	PF02338	PTHR12419,PTHR12419:SF4		3.4.19.12	K12655	GO:0016579,GO:0004843	AT2G27350.4		OTU-like cysteine protease family protein	LOC_Os04g33780.1		OTU-like cysteine protease family protein, putative, expressed
31514047	Spipo9G0037200	Spipo9G0037200	Spipo9G0037200	PF04133	PTHR12050	KOG2174				AT3G11530.2		Vacuolar protein sorting 55 (VPS55) family protein	LOC_Os01g73570.2		vacuolar protein sorting 55 family protein, putative, expressed
31514060	Spipo9G0037300	Spipo9G0037300	Spipo9G0037300	PF04520	PTHR33083,PTHR33083:SF16					AT3G15040.1		Protein of unknown function, DUF584	LOC_Os01g64300.1		DUF584 domain containing protein, putative, expressed
31513981	Spipo9G0037400	Spipo9G0037400	Spipo9G0037400		PTHR15852,PTHR15852:SF8					AT5G06130.2		chaperone protein dnaJ-related	LOC_Os02g33149.1		OR, putative, expressed
31514088	Spipo9G0037500	Spipo9G0037500	Spipo9G0037500	PF00411	PTHR11759,PTHR11759:SF12	KOG0407		K02955	GO:0006412,GO:0005840,GO:0003735	AT3G52580.1		Ribosomal protein S11 family protein	LOC_Os02g06700.1		ribosomal protein, putative, expressed
31514197	Spipo9G0037600	Spipo9G0037600	Spipo9G0037600	PF08244,PF00251	PTHR31953		3.2.1.26	K01193		AT3G13790.2	ATBFRUCT1,ATCWINV1	Glycosyl hydrolases family 32 protein	LOC_Os04g33720.1		glycosyl hydrolases, putative, expressed
31514433	Spipo9G0037700	Spipo9G0037700	Spipo9G0037700	PF01814	PTHR35739,PTHR35739:SF1					AT3G54290.1			LOC_Os01g64250.1		hemerythrin family protein, expressed
31513885	Spipo9G0037800	Spipo9G0037800	Spipo9G0037800			KOG0005				AT3G52590.1	EMB2167,ERD16,HAP4,UBQ1	ubiquitin extension protein 1	LOC_Os07g30640.1		ubiquitin fusion protein, putative, expressed
31513978	Spipo9G0037900	Spipo9G0037900	Spipo9G0037900	PF13812,PF01535,PF13041	PTHR24015					AT5G18950.1		Tetratricopeptide repeat (TPR)-like superfamily protein	LOC_Os03g24880.1		PPR repeat containing protein, expressed
31514455	Spipo9G0038000	Spipo9G0038000	Spipo9G0038000	PF13774,PF00957	PTHR21136,PTHR21136:SF73	KOG0859			GO:0016192,GO:0016021	AT3G54300.1	ATVAMP727,VAMP727	vesicle-associated membrane protein 727	LOC_Os08g44430.2		vesicle-associated membrane protein 727, putative, expressed
31513873	Spipo9G0038100	Spipo9G0038100	Spipo9G0038100	PF10159	PTHR14580,PTHR14580:SF0	KOG4520				AT3G52220.1			LOC_Os08g44440.1		multiple myeloma tumor-associated protein 2, putative, expressed
31514134	Spipo9G0038200	Spipo9G0038200	Spipo9G0038200	PF01176	PTHR21641	KOG2925		K15025	GO:0006413,GO:0003743,GO:0003723	AT2G40780.1		Nucleic acid-binding, OB-fold-like protein	LOC_Os03g02310.1		RNA binding protein, putative, expressed
