#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	KEGG/ec	KO	GO	Best-hit-arabi-name	arabi-symbol	arabi-defline
16823130	30189.t000045	30189.m001677	30189.m001677	PF13355	PTHR33925,PTHR33925:SF2					AT3G19180.1	ARC6H,ATCDP1,CDP1,PARC6	paralog of ARC6
16823131	30189.t000046	30189.m001678	30189.m001678									
16823132	30189.t000047	30189.m001679	30189.m001679									
16823133	30190.t000001	30190.m010765	30190.m010765	PF00462	PTHR10168,PTHR10168:SF69	KOG1752	1.8.1.9	K03676	GO:0045454,GO:0015035,GO:0009055	AT1G28480.1	GRX480,roxy19	Thioredoxin superfamily protein
16823134	30190.t000002	30190.m010766	30190.m010766	PF02841,PF02263	PTHR10751,PTHR10751:SF44	KOG2037			GO:0005525,GO:0003924	AT5G46070.1		Guanylate-binding family protein
16823135	30190.t000003	30190.m010767	30190.m010767	PF02365	PTHR31079,PTHR31079:SF5				GO:0006355,GO:0003677	AT1G28470.1	ANAC010,NAC010,SND3	NAC domain containing protein 10
16823136	30190.t000004	30190.m010768	30190.m010768	PF00999	PTHR32468,PTHR32468:SF34				GO:0055085,GO:0016021,GO:0015299,GO:0006812	AT5G41610.1	ATCHX18,CHX18	cation/H+ exchanger 18
16823137	30190.t000005	30190.m010769	30190.m010769		PTHR31071,PTHR31071:SF9					AT5G41620.1		
16823138	30190.t000006	30190.m010770	30190.m010770	PF12681	PTHR31071					AT5G41650.1		Lactoylglutathione lyase / glyoxalase I family protein
16823139	30190.t000007	30190.m010771	30190.m010771	PF03417	PTHR34180		2.3.1.164					
16823140	30190.t000008	30190.m010772	30190.m010772									
16823141	30190.t000009	30190.m010773	30190.m010773									
16823142	30190.t000010	30190.m010774	30190.m010774	PF07707,PF00651,PF06697	PTHR24412,PTHR24412:SF211				GO:0005515	AT3G61600.1	ATPOB1,POB1	POZ/BTB containin G-protein 1
16823143	30190.t000011	30190.m010775	30190.m010775	PF03446,PF00393	PTHR11811,PTHR11811:SF33		1.1.1.44	K00033	GO:0055114,GO:0004616,GO:0050661,GO:0006098	AT1G64190.1		6-phosphogluconate dehydrogenase family protein
16823144	30190.t000012	30190.m010776	30190.m010776	PF05340	PTHR35486					AT2G44600.1		
16823145	30190.t000013	30190.m010777	30190.m010777		PTHR24223,PTHR24223:SF208		3.6.3.44			AT3G59140.1	ATMRP14,MRP14	multidrug resistance-associated protein 14
16823146	30190.t000014	30190.m010778	30190.m010778	PF00005	PTHR24223,PTHR24223:SF208		3.6.3.44		GO:0016887,GO:0005524	AT3G59140.1	ATMRP14,MRP14	multidrug resistance-associated protein 14
16823147	30190.t000015	30190.m010779	30190.m010779		PTHR24223,PTHR24223:SF208		3.6.3.44			AT3G59140.1	ATMRP14,MRP14	multidrug resistance-associated protein 14
16823148	30190.t000016	30190.m010780	30190.m010780	PF00009,PF11987	PTHR23115,PTHR23115:SF184		3.6.5.3	K02519		AT4G11160.1		Translation initiation factor 2, small GTP-binding protein
16823149	30190.t000017	30190.m010781	30190.m010781									
16823150	30190.t000018	30190.m010782	30190.m010782									
16823151	30190.t000019	30190.m010783	30190.m010783	PF01991	PTHR12317,PTHR12317:SF18	KOG1664		K02150	GO:0046961,GO:0033178,GO:0015991,GO:0016747	AT4G11150.1	emb2448,TUF,TUFF,VHA-E1	vacuolar ATP synthase subunit E1
16823152	30190.t000020	30190.m010784	30190.m010784	PF05938	PTHR31232,PTHR31232:SF9					AT4G24975.1		Plant self-incompatibility protein S1 family
16823153	30190.t000021	30190.m010785	30190.m010785	PF00861	PTHR12899			K02881	GO:0006412,GO:0005840,GO:0005622,GO:0003735	AT1G48350.1		Ribosomal L18p/L5e family protein
16823154	30190.t000022	30190.m010786	30190.m010786	PF13334,PF01762	PTHR11214,PTHR11214:SF7	KOG2288	2.4.1.134		GO:0016020,GO:0008378,GO:0006486	AT5G53340.1		Galactosyltransferase family protein
16823155	30190.t000023	30190.m010787	30190.m010787	PF01263	PTHR11122,PTHR11122:SF10		5.1.3.15	K01792	GO:0016853,GO:0005975	AT4G23730.1		Galactose mutarotase-like superfamily protein
16823156	30190.t000024	30190.m010788	30190.m010788									
16823157	30190.t000025	30190.m010789	30190.m010789	PF00560,PF08263,PF13855,PF00069	PTHR27008,PTHR27008:SF15		2.7.11.1		GO:0005515,GO:0006468,GO:0005524,GO:0004672	AT4G23740.1		Leucine-rich repeat protein kinase family protein
16823158	30190.t000026	30190.m010790	30190.m010790	PF00179	PTHR24068	KOG0417	6.3.2.19	K06689		AT1G64230.1	UBC28	ubiquitin-conjugating enzyme 28
16823159	30190.t000027	30190.m010791	30190.m010791	PF00847	PTHR31194,PTHR31194:SF16				GO:0006355,GO:0003700	AT4G23750.2	CRF2,TMO3	cytokinin response factor 2
16823160	30190.t000028	30190.m010792	30190.m010792		PTHR37750,PTHR37750:SF1					AT4G23760.1		Cox19-like CHCH family protein
16823161	30190.t000029	30190.m010793	30190.m010793	PF06376	PTHR33374,PTHR33374:SF2					AT3G61640.1	AGP20,AtAGP20	arabinogalactan protein 20
16823162	30190.t000030	30190.m010794	30190.m010794									
16823163	30190.t000031	30190.m010795	30190.m010795		PTHR33513,PTHR33513:SF4					AT5G41761.1		
16823164	30190.t000032	30190.m010796	30190.m010796							AT5G41760.2		Nucleotide-sugar transporter family protein
16823165	30190.t000033	30190.m010797	30190.m010797	PF07714,PF06760	PTHR23257,PTHR23257:SF454	KOG0192	2.7.11.1		GO:0006468,GO:0004672	AT1G64300.1		Protein kinase family protein
16823166	30190.t000034	30190.m010798	30190.m010798	PF00400,PF00069	PTHR22847,PTHR22847:SF443	KOG1033		K16240	GO:0005515,GO:0006468,GO:0005524,GO:0004672	AT4G11110.1	SPA2	SPA1-related 2
16823167	30190.t000035	30190.m010799	30190.m010799							AT1G67170.1		
16823168	30190.t000036	30190.m010800	30190.m010800	PF13181,PF02184	PTHR11246,PTHR11246:SF14			K12869	GO:0005515,GO:0006396,GO:0005622	AT5G41770.1		crooked neck protein, putative / cell cycle protein, putative
16823169	30190.t000037	30190.m010801	30190.m010801	PF07765	PTHR18937,PTHR18937:SF216	KOG4677				AT5G41790.1	CIP1	COP1-interactive protein 1
16823170	30190.t000038	30190.m010802	30190.m010802	PF07765	PTHR13140,PTHR13140:SF418	KOG4674				AT5G41790.1	CIP1	COP1-interactive protein 1
16823171	30190.t000039	30190.m010803	30190.m010803	PF00153	PTHR24089,PTHR24089:SF329	KOG0752		K14684		AT4G01100.1	ADNT1	adenine nucleotide transporter 1
16823172	30190.t000040	30190.m010804	30190.m010804		PTHR33978,PTHR33978:SF2					AT3G61660.1		
16823173	30190.t000041	30190.m010805	30190.m010805	PF11331	PTHR31105,PTHR31105:SF3					AT3G61670.1		Protein of unknown function (DUF3133)
16823174	30190.t000042	30190.m010806	30190.m010806	PF14416,PF13839	PTHR32285,PTHR32285:SF40					AT4G11090.1	TBL23	TRICHOME BIREFRINGENCE-LIKE 23
16823175	30190.t000043	30190.m010807	30190.m010807	PF00505	PTHR13711,PTHR13711:SF228	KOG0381		K09273		AT4G11080.1		HMG (high mobility group) box protein
16823176	30190.t000044	30190.m010808	30190.m010808	PF01490	PTHR22950,PTHR22950:SF229	KOG1303				AT5G41800.1		Transmembrane amino acid transporter family protein
16823177	30190.t000045	30190.m010809	30190.m010809		PTHR33978,PTHR33978:SF4					AT5G41810.1		
16823178	30190.t000046	30190.m010810	30190.m010810		PTHR11024,PTHR11024:SF3	KOG2445		K14299		AT1G64350.1	SEH1H	Transducin/WD40 repeat-like superfamily protein
16823179	30190.t000047	30190.m010811	30190.m010811	PF01073	PTHR10366,PTHR10366:SF458	KOG1502	1.1.1.219		GO:0055114,GO:0016616,GO:0006694,GO:0003854	AT5G42800.1	DFR,M318,TT3	dihydroflavonol 4-reductase
16823180	30190.t000048	30190.m010812	30190.m010812	PF04043,PF01095	PTHR31707,PTHR31707:SF39		3.1.1.11	K01051	GO:0004857,GO:0042545,GO:0030599,GO:0005618	AT2G26440.1		Plant invertase/pectin methylesterase inhibitor superfamily
16823181	30190.t000049	30190.m010813	30190.m010813	PF12159	PTHR35473,PTHR35473:SF2					AT1G64355.1		
16823182	30190.t000050	30190.m010814	30190.m010814	PF03106	PTHR32096,PTHR32096:SF20				GO:0043565,GO:0006355,GO:0003700	AT4G11070.1	AtWRKY41,WRKY41	WRKY family transcription factor
16823183	30190.t000051	30190.m010815	30190.m010815							AT2G46410.1	CPC	Homeodomain-like superfamily protein
16823184	30190.t000053	30190.m010817	30190.m010817									
16823185	30190.t000054	30190.m010818	30190.m010818									
16823186	30190.t000055	30190.m010819	30190.m010819	PF12695	PTHR13136			K07020		AT5G41850.1		alpha/beta-Hydrolases superfamily protein
16823187	30190.t000056	30190.m010820	30190.m010820	PF05922	PTHR37379,PTHR37379:SF1					AT2G19170.1	SLP3	subtilisin-like serine protease 3
16823188	30190.t000057	30190.m010821	30190.m010821	PF07714	PTHR27008,PTHR27008:SF25		2.7.11.1,2.7.10.1		GO:0006468,GO:0004672	AT2G26730.1		Leucine-rich repeat protein kinase family protein
16823189	30190.t000058	30190.m010822	30190.m010822									
16823190	30190.t000059	30190.m010823	30190.m010823	PF12708	PTHR31339,PTHR31339:SF3					AT4G23820.1		Pectin lyase-like superfamily protein
16823191	30190.t000060	30190.m010824	30190.m010824	PF10604	PTHR31213,PTHR31213:SF4			K14496		AT5G53160.2	PYL8,RCAR3	regulatory components of ABA receptor 3
16823192	30190.t000061	30190.m010825	30190.m010825	PF00847	PTHR31657,PTHR31657:SF9				GO:0006355,GO:0003700	AT1G64380.1		Integrase-type DNA-binding superfamily protein
16823193	30190.t000062	30190.m010826	30190.m010826									
16823194	30190.t000063	30190.m010827	30190.m010827		PTHR34200,PTHR34200:SF2					AT1G64385.1		
16823195	30190.t000064	30190.m010828	30190.m010828	PF00759	PTHR22298,PTHR22298:SF19		3.2.1.4		GO:0005975,GO:0004553	AT1G64390.1	AtGH9C2,GH9C2	glycosyl hydrolase 9C2
16823196	30190.t000065	30190.m010829	30190.m010829	PF00481	PTHR13832,PTHR13832:SF294	KOG0698	3.1.3.16	K14497	GO:0003824,GO:0006470,GO:0004722	AT2G29380.1	HAI3	highly ABA-induced PP2C gene 3
16823197	30190.t000066	30190.m010830	30190.m010830		PTHR24006					AT4G23840.1		Leucine-rich repeat (LRR) family protein
16823198	30190.t000067	30190.m010831	30190.m010831	PF00501	PTHR24096,PTHR24096:SF187		6.2.1.3	K01897	GO:0008152,GO:0003824	AT4G23850.1	LACS4	AMP-dependent synthetase and ligase family protein
16823199	30190.t000068	30190.m010832	30190.m010832	PF02096	PTHR12428,PTHR12428:SF23	KOG1239		K03217	GO:0051205,GO:0016021	AT5G62050.1	ATOXA1,OXA1,OXA1AT	homolog of yeast oxidase assembly 1 (OXA1)
16823200	30190.t000069	30190.m010833	30190.m010833	PF00234	PTHR33076					AT2G18370.1		Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
16823201	30190.t000070	30190.m010834	30190.m010834	PF00234	PTHR33076					AT2G38530.1	cdf3,LP2,LTP2	lipid transfer protein 2
16823202	30190.t000071	30190.m010835	30190.m010835	PF13947,PF13639	PTHR14155,PTHR14155:SF157	KOG1493			GO:0030247,GO:0008270,GO:0005515	AT5G53110.1		RING/U-box superfamily protein
16823203	30190.t000072	30190.m010836	30190.m010836	PF02207	PTHR13513	KOG2752		K11979	GO:0008270	AT4G23860.2		PHD finger protein-related
16823204	30190.t000073	30190.m010837	30190.m010837		PTHR35704,PTHR35704:SF1					AT1G64405.1		
16823205	30190.t000074	30190.m010838	30190.m010838									
16823206	30190.t000075	30190.m010839	30190.m010839		PTHR36782					AT4G23880.1		
16823207	30190.t000076	30190.m010840	30190.m010840		PTHR35751,PTHR35751:SF1					AT4G23885.1		
16823208	30190.t000077	30190.m010841	30190.m010841	PF11623	PTHR35494,PTHR35494:SF1					AT4G23890.1		
16823209	30190.t000078	30190.m010842	30190.m010842		PTHR34837					AT4G23895.2		Pleckstrin homology (PH) domain-containing protein
16823210	30190.t000079	30190.m010843	30190.m010843	PF00334	PTHR11349,PTHR11349:SF53	KOG0888	2.7.4.6	K00940	GO:0006241,GO:0006228,GO:0006183,GO:0006165,GO:0004550	AT4G23900.1		Nucleoside diphosphate kinase family protein
16823211	30190.t000080	30190.m010844	30190.m010844		PTHR36048,PTHR36048:SF1					AT4G10970.2		
16823212	30190.t000081	30190.m010845	30190.m010845		PTHR37381,PTHR37381:SF1					AT1G64430.1		Pentatricopeptide repeat (PPR) superfamily protein
16823213	30190.t000082	30190.m010846	30190.m010846	PF16363	PTHR10366,PTHR10366:SF308	KOG1371	5.1.3.2	K01784		AT4G10960.1	UGE5	UDP-D-glucose/UDP-D-galactose 4-epimerase 5
16823214	30190.t000083	30190.m010847	30190.m010847	PF02212,PF00350,PF01031	PTHR11566,PTHR11566:SF58				GO:0005525,GO:0003924	AT5G42080.1	ADL1,ADL1A,AG68,DL1,DRP1A,RSW9	dynamin-like protein
16823215	30190.t000084	30190.m010848	30190.m010848	PF01764	PTHR31479,PTHR31479:SF2				GO:0006629	AT4G10955.1		alpha/beta-Hydrolases superfamily protein
16823216	30190.t000085	30190.m010849	30190.m010849	PF03168	PTHR31234,PTHR31234:SF3					AT1G64450.1		Glycine-rich protein family
16823217	30190.t000086	30190.m010850	30190.m010850	PF00240,PF00454	PTHR10666,PTHR10666:SF134	KOG2381	2.7.1.67		GO:0005515,GO:0016773	AT2G46500.1	ATPI4K GAMMA 4,PI4K GAMMA 4,UBDK GAMMA 4	phosphoinositide 4-kinase gamma 4
16823218	30190.t000087	30190.m010851	30190.m010851	PF13456								
16823219	30190.t000088	30190.m010852	30190.m010852	PF00657	PTHR22835,PTHR22835:SF281		3.1.1.3		GO:0016788	AT4G10950.1		SGNH hydrolase-type esterase superfamily protein
16823220	30190.t000089	30190.m010853	30190.m010853	PF13499,PF13202	PTHR23056,PTHR23056:SF45	KOG0034		K06268	GO:0005509	AT5G24270.2	ATSOS3,CBL4,SOS3	Calcium-binding EF-hand family protein
16823221	30190.t000090	30190.m010854	30190.m010854	PF13202,PF13499	PTHR23056,PTHR23056:SF45	KOG0034		K06268	GO:0005509	AT1G64480.1	CBL8	calcineurin B-like protein 8
16823222	30190.t000091	30190.m010855	30190.m010855									
16823223	30190.t000092	30190.m010856	30190.m010856	PF13456	PTHR33033					AT5G65005.1		Polynucleotidyl transferase, ribonuclease H-like superfamily protein
16823224	30190.t000093	30190.m010857	30190.m010857	PF00097,PF00628		KOG1493			GO:0046872,GO:0005515	AT4G10940.1		RING/U-box protein
16823225	30190.t000094	30190.m010858	30190.m010858	PF15870						AT4G10930.1		
16823226	30190.t000095	30190.m010859	30190.m010859	PF07728,PF01434	PTHR23076,PTHR23076:SF71	KOG0731			GO:0016887,GO:0005524,GO:0006508,GO:0004222	AT4G23940.1		FtsH extracellular protease family
16823227	30190.t000096	30190.m010860	30190.m010860	PF07738	PTHR12953					AT4G23950.1		Galactose-binding protein
16823228	30190.t000097	30190.m010861	30190.m010861	PF13474	PTHR15537,PTHR15537:SF4					AT4G10925.3		Nuclear transport factor 2 (NTF2) family protein
16823229	30190.t000098	30190.m010862	30190.m010862		PTHR12446					AT5G42070.1		
16823230	30190.t000099	30190.m010863	30190.m010863									
16823231	30190.t000100	30190.m010864	30190.m010864	PF08766						AT5G42060.1		DEK, chromatin associated protein
16823232	30190.t000101	30190.m010865	30190.m010865	PF08766,PF02229	PTHR13215,PTHR13215:SF6	KOG2712			GO:0006355,GO:0003713,GO:0003677	AT4G10920.2	KELP	transcriptional coactivator p15 (PC4) family protein (KELP)
16823233	30190.t000102	30190.m010866	30190.m010866									
16823234	30190.t000103	30190.m010867	30190.m010867	PF08513,PF00400	PTHR22847,PTHR22847:SF429	KOG0286,KOG0640,KOG0277,KOG0295			GO:0005515	AT2G32700.7	LUH	LEUNIG_homolog
16823235	30190.t000104	30190.m010868	30190.m010868	PF02362	PTHR31140,PTHR31140:SF7				GO:0003677	AT1G28300.1	LEC2	AP2/B3-like transcriptional factor family protein
16823236	30190.t000105	30190.m010869	30190.m010869							AT1G28250.1		
16823237	30190.t000106	30190.m010870	30190.m010870	PF10374,PF10373	PTHR15696,PTHR15696:SF3	KOG2162				AT1G28260.2		Telomerase activating protein Est1
16823238	30190.t000107	30190.m010871	30190.m010871	PF05678	PTHR33402,PTHR33402:SF5					AT1G28280.2		VQ motif-containing protein
16823239	30190.t000108	30190.m010872	30190.m010872	PF01190	PTHR31614,PTHR31614:SF15					AT1G28290.1	AGP31	arabinogalactan protein 31
16823240	30190.t000109	30190.m010873	30190.m010873	PF05091	PTHR12399			K03251	GO:0005852,GO:0005737,GO:0003743	AT4G20980.1		Eukaryotic translation initiation factor 3 subunit 7 (eIF-3)
16823241	30190.t000110	30190.m010874	30190.m010874	PF00010	PTHR13935,PTHR13935:SF46				GO:0046983,GO:0003677	AT4G20970.1		basic helix-loop-helix (bHLH) DNA-binding superfamily protein
16823242	30190.t000111	30190.m010875	30190.m010875	PF07714	PTHR23257,PTHR23257:SF81	KOG0192	2.7.11.1		GO:0006468,GO:0004672,GO:0004674	AT5G58950.1		Protein kinase superfamily protein
16823243	30190.t000112	30190.m010876	30190.m010876	PF04720	PTHR31579,PTHR31579:SF11					AT4G32480.1		Protein of unknown function (DUF506) 
16823244	30190.t000113	30190.m010877	30190.m010877	PF00069,PF00139	PTHR27007,PTHR27007:SF9	KOG1187	2.7.11.1		GO:0006468,GO:0005524,GO:0004672,GO:0030246	AT4G04960.1		Concanavalin A-like lectin protein kinase family protein
16823245	30190.t000114	30190.m010878	30190.m010878									
16823246	30190.t000116	30190.m010880	30190.m010880	PF04765	PTHR12956,PTHR12956:SF19					AT1G28240.1		Protein of unknown function (DUF616)
16823247	30190.t000117	30190.m010881	30190.m010881		PTHR34274					AT1G53035.1		
16823248	30190.t000118	30190.m010882	30190.m010882	PF03181	PTHR31236,PTHR31236:SF4					AT1G49320.1	ATUSPL1,USPL1	unknown seed protein like 1
16823249	30190.t000119	30190.m010883	30190.m010883	PF10950	PTHR33731,PTHR33731:SF1							
16823250	30190.t000120	30190.m010884	30190.m010884	PF00569,PF00249,PF04433,PF16495	PTHR12802,PTHR12802:SF39	KOG1279		K11649	GO:0008270,GO:0005515	AT4G34430.3	ATSWI3D,CHB3	DNA-binding family protein
16823251	30190.t000122	30190.m010886	30190.m010886	PF00025	PTHR24073,PTHR24073:SF375	KOG0394		K07897	GO:0005525	AT3G18820.1	ATRAB7B,ATRABG3F,RAB71,RAB7B,RABG3F	RAB GTPase homolog G3F
16823252	30190.t000124	30190.m010888	30190.m010888	PF07714	PTHR27001,PTHR27001:SF55	KOG1187	2.7.11.1		GO:0006468,GO:0004672	AT4G34440.1		Protein kinase superfamily protein
16823253	30190.t000125	30190.m010889	30190.m010889	PF16381,PF08752,PF01602	PTHR10261,PTHR10261:SF5			K17267	GO:0030126,GO:0016192,GO:0006886,GO:0005198,GO:0030117	AT4G34450.1		coatomer gamma-2 subunit, putative / gamma-2 coat protein, putative / gamma-2 COP, putative
16823254	30190.t000126	30190.m010890	30190.m010890	PF00400		KOG0286		K04536	GO:0005515	AT4G34460.1	AGB1,ATAGB1,ELK4	GTP binding protein beta 1
16823255	30190.t000127	30190.m010891	30190.m010891	PF07983,PF00332	PTHR32227,PTHR32227:SF16		3.2.1.39		GO:0005975,GO:0004553	AT4G34480.1		O-Glycosyl hydrolases family 17 protein
16823256	30190.t000128	30190.m010892	30190.m010892									
16823257	30190.t000129	30190.m010893	30190.m010893	PF08603,PF01213	PTHR10652			K17261	GO:0007010,GO:0003779	AT4G34490.1	ATCAP1,CAP 1,CAP1	cyclase associated protein 1
16823258	30190.t000130	30190.m010894	30190.m010894	PF00069		KOG1187	2.7.11.1		GO:0006468,GO:0005524,GO:0004672	AT4G34500.1		Protein kinase superfamily protein
16823259	30190.t000131	30190.m010895	30190.m010895		PTHR31060,PTHR31060:SF6					AT1G63850.1		BTB/POZ domain-containing protein
16823260	30190.t000132	30190.m010896	30190.m010896		PTHR10996,PTHR10996:SF162					AT1G19400.2		Erythronate-4-phosphate dehydrogenase family protein
16823261	30190.t000133	30190.m010897	30190.m010897		PTHR33156,PTHR33156:SF4					AT4G39300.1		
16823262	30190.t000134	30190.m010898	30190.m010898	PF12838	PTHR10849,PTHR10849:SF16	KOG3256	1.6.99.3,1.6.5.3	K03941		AT1G16700.1		Alpha-helical ferredoxin
16823263	30190.t000135	30190.m010899	30190.m010899	PF01409	PTHR11538,PTHR11538:SF40		6.1.1.20	K01889	GO:0043039,GO:0005737,GO:0005524,GO:0004812,GO:0000049	AT4G39280.2		phenylalanyl-tRNA synthetase, putative / phenylalanine--tRNA ligase, putative
16823264	30190.t000136	30190.m010900	30190.m010900	PF02536	PTHR13068,PTHR13068:SF4	KOG1267		K15032	GO:0006355,GO:0005739,GO:0003690	AT2G21710.1	EMB2219	Mitochondrial transcription termination factor family protein
16823265	30190.t000137	30190.m010901	30190.m010901	PF08263,PF07714,PF13855		KOG1187	2.7.11.1		GO:0006468,GO:0004672,GO:0005515	AT2G16250.1		Leucine-rich repeat protein kinase family protein
16823266	30190.t000138	30190.m010902	30190.m010902	PF00249						AT2G21650.1	ATRL2,MEE3,RSM1	Homeodomain-like superfamily protein
16823267	30190.t000139	30190.m010903	30190.m010903	PF08541,PF08392	PTHR31561,PTHR31561:SF15		2.3.1.199	K15397	GO:0016747,GO:0008610,GO:0016020,GO:0006633	AT1G19440.1	KCS4	3-ketoacyl-CoA synthase 4
16823268	30190.t000140	30190.m010904	30190.m010904	PF00561	PTHR10992,PTHR10992:SF838		3.8.1.3			AT2G18360.1		alpha/beta-Hydrolases superfamily protein
16823269	30190.t000142	30190.m010906	30190.m010906	PF00249	PTHR24078,PTHR24078:SF177					AT1G75250.1	ATRL6,RL6,RSM3	RAD-like 6
16823270	30190.t000143	30190.m010907	30190.m010907	PF13561	PTHR24322,PTHR24322:SF378					AT3G01980.4		NAD(P)-binding Rossmann-fold superfamily protein
16823271	30190.t000144	30190.m010908	30190.m010908	PF03106					GO:0043565,GO:0006355,GO:0003700	AT5G13080.1	ATWRKY75,WRKY75	WRKY DNA-binding protein 75
16823272	30190.t000145	30190.m010909	30190.m010909	PF00201	PTHR11926,PTHR11926:SF359		2.4.1.115		GO:0016758,GO:0008152	AT5G54010.1		UDP-Glycosyltransferase superfamily protein
16823273	30190.t000146	30190.m010910	30190.m010910		PTHR36030,PTHR36030:SF1					AT3G01960.1		
16823274	30190.t000147	30190.m010911	30190.m010911	PF11820	PTHR33128,PTHR33128:SF9					AT3G48660.1		Protein of unknown function (DUF 3339)
16823275	30190.t000148	30190.m010912	30190.m010912	PF11820	PTHR33128,PTHR33128:SF10					AT3G27027.1		Protein of unknown function (DUF 3339)
16823276	30190.t000149	30190.m010913	30190.m010913	PF11820	PTHR33128,PTHR33128:SF13					AT3G27030.1		
16823277	30190.t000150	30190.m010914	30190.m010914	PF11820	PTHR33128,PTHR33128:SF14					AT3G27030.1		
16823278	30190.t000151	30190.m010915	30190.m010915	PF06813	PTHR21576,PTHR21576:SF44					AT3G01930.2		Major facilitator superfamily protein
16823279	30190.t000152	30190.m010916	30190.m010916	PF00141	PTHR31517,PTHR31517:SF7		1.11.1.7	K00430	GO:0055114,GO:0020037,GO:0006979,GO:0004601	AT5G14130.1		Peroxidase superfamily protein
16823280	30190.t000153	30190.m010917	30190.m010917	PF00333,PF03719	PTHR13718	KOG0877		K02988	GO:0006412,GO:0005840,GO:0003735,GO:0003723	AT2G33800.1		Ribosomal protein S5 family protein
16823281	30190.t000154	30190.m010918	30190.m010918		PTHR21354,PTHR21354:SF0	KOG4173				AT5G14140.1		zinc ion binding;nucleic acid binding;zinc ion binding
16823282	30190.t000155	30190.m010919	30190.m010919	PF00584	PTHR12309	KOG3498		K07342	GO:0016020,GO:0006886,GO:0006605	AT5G50460.1		secE/sec61-gamma protein transport protein
16823283	30190.t000156	30190.m010920	30190.m010920	PF01016	PTHR15893	KOG4600		K02899	GO:0006412,GO:0005840,GO:0005622,GO:0003735	AT5G40950.1	RPL27	ribosomal protein large subunit 27
16823284	30190.t000157	30190.m010921	30190.m010921	PF05158	PTHR12780,PTHR12780:SF1	KOG3233		K03025	GO:0006351,GO:0003899,GO:0003677	AT5G23710.1		DNA binding;DNA-directed RNA polymerases
16823285	30190.t000158	30190.m010922	30190.m010922	PF04669	PTHR31444,PTHR31444:SF1		2.1.1.112			AT1G67330.1		Protein of unknown function (DUF579)
16823286	30190.t000159	30190.m010923	30190.m010923		PTHR36763					AT3G27050.1		
16823287	30190.t000160	30190.m010924	30190.m010924	PF00268	PTHR23409		1.17.4.1	K10808	GO:0055114,GO:0009186	AT3G27060.1	ATTSO2,TSO2	Ferritin/ribonucleotide reductase-like family protein
16823288	30190.t000161	30190.m010925	30190.m010925	PF00319	PTHR11945,PTHR11945:SF176	KOG0014			GO:0046983,GO:0003677	AT5G55690.1		MADS-box transcription factor family protein
16823289	30190.t000162	30190.m010926	30190.m010926		PTHR34677,PTHR34677:SF2					AT3G48200.1		
16823290	30190.t000163	30190.m010927	30190.m010927	PF01300	PTHR17490,PTHR17490:SF7	KOG3051			GO:0003725	AT3G01920.1		DHBP synthase RibB-like alpha/beta domain
16823291	30190.t000164	30190.m010928	30190.m010928	PF06552	PTHR32409,PTHR32409:SF3				GO:0045040,GO:0005742	AT3G27080.1	TOM20-3	translocase of outer membrane 20 kDa subunit 3
16823292	30190.t000165	30190.m010929	30190.m010929		PTHR34283,PTHR34283:SF1					AT5G24660.1	LSU2	response to low sulfur 2
16823293	30190.t000166	30190.m010930	30190.m010930	PF10539	PTHR10857,PTHR10857:SF43					AT3G27090.1		DCD (Development and Cell Death) domain protein
16823294	30190.t000167	30190.m010931	30190.m010931	PF10163	PTHR12514,PTHR12514:SF1	KOG4479		K11368		AT3G27100.1		
16823295	30190.t000168	30190.m010932	30190.m010932	PF01435	PTHR10120,PTHR10120:SF21				GO:0006508,GO:0004222	AT3G27110.1		Peptidase family M48 family protein
16823296	30190.t000169	30190.m010933	30190.m010933	PF04862	PTHR31265,PTHR31265:SF4					AT5G14150.1		Protein of unknown function, DUF642
16823297	30190.t000170	30190.m010934	30190.m010934	PF13041,PF01535	PTHR24015					AT2G36730.1		Pentatricopeptide repeat (PPR) superfamily protein
16823298	30190.t000171	30190.m010935	30190.m010935									
16823299	30190.t000172	30190.m010936	30190.m010936									
16823300	30190.t000173	30190.m010937	30190.m010937	PF03404,PF00174	PTHR19372,PTHR19372:SF8		1.8.3.1	K00387	GO:0055114,GO:0030151,GO:0016491,GO:0042128	AT3G01910.1	AT-SO,AtSO,SOX	sulfite oxidase
16823301	30190.t000174	30190.m010938	30190.m010938	PF00067	PTHR24296,PTHR24296:SF15	KOG0157			GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT3G48520.1	CYP94B3	cytochrome P450, family 94, subfamily B, polypeptide 3
16823302	30190.t000175	30190.m010939	30190.m010939	PF07728,PF09336	PTHR23074,PTHR23074:SF17	KOG0740	3.6.4.3		GO:0016887,GO:0005524	AT3G27120.1		P-loop containing nucleoside triphosphate hydrolases superfamily protein
16823303	30190.t000176	30190.m010940	30190.m010940	PF01344	PTHR24412,PTHR24412:SF230				GO:0005515	AT3G27150.1		Galactose oxidase/kelch repeat superfamily protein
16823304	30190.t000177	30190.m010941	30190.m010941									
16823305	30190.t000178	30190.m010942	30190.m010942	PF01165	PTHR21109,PTHR21109:SF0				GO:0006412,GO:0005840,GO:0003735	AT3G27160.1	GHS1	Ribosomal protein S21 family protein
16823306	30190.t000179	30190.m010943	30190.m010943	PF03407	PTHR24015,PTHR24015:SF419					AT4G19970.1		
